Open Price,High Price,Low Price,Close Price,Trade Date
176,179,175.75,,04/30/1987
173.625,175.75,173.25,,04/29/1987
174.625,175,172.75,,04/28/1987
178.25,179,172.5,,04/27/1987
177.125,178,175.25,,04/24/1987
172.875,175.5,172.75,,04/23/1987
173,173.25,171.5,,04/22/1987
174.75,175,171.75,,04/21/1987
170.625,174,170.5,,04/20/1987
167.875,170,167.75,,04/16/1987
168.75,169.75,168.25,,04/15/1987
172.5,175,169.75,,04/14/1987
164.75,168,164.5,,04/13/1987
163.75,166,163.5,,04/10/87
162.75,165.25,162.25,,04/09/87
159.875,162,159.5,,04/08/87
159.375,160.5,159,,04/07/87
157.875,158.5,157.25,,04/06/87
158.625,159.75,157.5,,04/03/87
160.25,160.5,157.75,,04/02/87
162.875,163.5,161.25,,04/01/87
162.75,163.25,162,,03/31/1987
163.625,164,162,,03/30/1987
161.75,164.5,160.75,,03/27/1987
164.375,166,163.5,,03/26/1987
164.125,165,162.75,,03/25/1987
161.875,164,161.25,,03/24/1987
158.875,161.5,158.25,,03/23/1987
162.375,162.5,160,161,03/20/1987
161.75,162.5,160.75,,03/19/1987
162.125,162.5,160.5,,03/18/1987
159.875,162.5,159.25,,03/17/1987
158.875,159,157.5,,03/16/1987
160.125,160.75,158.75,,03/13/1987
155.75,156.5,155.25,,03/12/87
153.5,155,152.5,,03/11/87
157.75,158,153.5,,03/10/87
156.875,158,154.75,,03/09/87
155.75,156,154,,03/06/87
153.625,154,151.5,,03/05/87
150.125,152.5,149.75,,03/04/87
151.25,152.75,148.25,,03/03/87
149.25,151.25,149,,03/02/87
144.375,148.25,144,,02/27/1987
144.625,146.5,144.25,,02/26/1987
146.25,146.5,144,,02/25/1987
148.5,149,146.75,,02/24/1987
149.25,150,148,,02/23/1987
150.125,152,148.25,,02/20/1987
144.375,145.5,144.25,,02/19/1987
145.875,146,144,,02/18/1987
143.25,145.25,142,,02/17/1987
144.625,146,142.5,,02/13/1987
148,148.5,144,,02/12/87
152.125,152.25,148.5,,02/11/87
153.375,154,152.5,,02/10/87
154.625,155,153.25,,02/09/87
154.875,155.75,154.5,,02/06/87
157.125,157.25,155,,02/05/87
158.625,159,157.5,,02/04/87
159.125,159.5,157.75,,02/03/87
157.875,159,157.25,,02/02/87
155.625,157.25,155.25,,01/30/1987
155.75,157,155.25,,01/29/1987
156.125,156.5,155.25,,01/28/1987
158.75,159,156.5,,01/27/1987
159.625,159.75,158,,01/26/1987
158.875,159.5,158.5,,01/23/1987
161.25,161.5,158.75,,01/22/1987
158.625,160,157.5,,01/21/1987
160.75,162.75,158.25,,01/20/1987
160.5,161.5,159.75,,01/19/1987
157.375,162,157.25,,01/16/1987
159.375,160,157.5,,01/15/1987
156.75,160,155.75,,01/14/1987
160.5,160.75,155,,01/13/1987
158.375,160,158,,01/12/87
155.25,157.25,154.75,,01/09/87
156.5,157.25,155,,01/08/87
153.125,156.25,152.75,,01/07/87
154.625,155,152.75,,01/06/87
156.125,156.25,153.25,,01/05/87
160.125,160.25,157,,01/02/87
159.875,160.25,159.25,,12/31/1986
160.375,160.5,159,,12/30/1986
164.375,164.5,161,161.25,12/29/1986
163.5,164,163.25,,12/26/1986
162.625,163.75,162,,12/24/1986
164.125,164.25,162,,12/23/1986
162.375,164,162.25,,12/22/1986
152.875,153,151.25,151.25,12/19/1986
153,153.5,151.5,,12/18/1986
154.75,155,152.25,,12/17/1986
155.25,155.5,154,,12/16/1986
153.875,155.25,153.75,,12/15/1986
156,157,153.75,,12/12/86
160.875,161,158,,12/11/86
161.75,162.75,160.5,,12/10/86
162.875,163,161.75,,12/09/86
162.5,163.5,162,,12/08/86
161,162,160.25,,12/05/86
166.375,166.5,160.5,,12/04/86
168.125,169.25,166.25,,12/03/86
171.375,171.75,167.75,,12/02/86
169.75,171.75,169.5,,12/01/86
168.75,169.25,168,,11/28/1986
165.25,167.25,165,,11/26/1986
164.875,165.75,164.5,,11/25/1986
